question_attempt_id,question_usage_id,questionid,maxmark
4654,233,7,1.0
4655,233,19,1.1
4656,233,11,1.5
4657,233,8,1.9
4658,233,10,1.2
4659,233,4,1.3
4660,233,6,1.2
4661,234,22,1.7
4662,234,30,1.0
4663,234,26,1.9
4664,234,25,1.2
4665,234,35,1.7
4666,234,27,1.7
4667,234,24,1.1
4668,234,31,1.7
4669,234,37,1.7
4670,234,36,1.9
4671,234,21,1.2
4672,234,40,1.0
4673,234,29,1.9
4674,234,23,1.6
4675,234,28,1.2
4676,234,39,1.2
4677,234,33,1.6
4678,234,38,1.2
4679,234,32,1.1
4680,234,34,1.9
4681,235,52,1.5
4682,235,49,1.4
4683,235,46,1.9
4684,235,41,1.4
4685,235,53,1.2
4686,235,51,1.7
4687,235,60,1.4
4688,235,45,1.5
4689,235,56,1.2
4690,235,55,1.5
4691,235,42,1.2
4692,235,50,1.8
4693,235,59,1.8
4694,235,58,1.9
4695,235,47,1.5
4696,235,54,1.6
4697,235,44,1.9
4698,235,57,1.5
4699,235,43,1.3
4700,235,48,1.2
4701,236,64,1.5
4702,236,76,1.8
4703,236,80,1.4
4704,236,75,1.9
4705,236,74,2.0
4706,236,61,1.9
4707,236,73,1.5
4708,236,72,1.6
4709,236,62,1.7
4710,236,71,1.8
4711,236,67,1.9
4712,236,63,1.1
4713,236,66,1.7
4714,236,68,1.9
4715,236,70,1.8
4716,236,65,1.5
4717,236,77,1.1
4718,236,69,1.5
4719,236,79,1.2
4720,236,78,1.4
4721,237,13,1.4
4722,237,20,1.6
4723,237,18,1.1
4724,237,12,1.8
4725,237,15,1.4
4726,237,5,1.4
4727,237,7,1.0
4728,237,11,1.5
4729,237,8,1.9
4730,237,1,1.9
4731,237,14,1.1
4732,237,17,1.2
4733,237,6,1.2
4734,237,19,1.1
4735,237,4,1.3
4736,237,16,1.0
4737,237,10,1.2
4738,237,9,1.5
4739,237,2,1.9
4740,237,3,2.0
4741,238,31,1.7
4742,238,28,1.2
4743,238,30,1.0
4744,238,23,1.6
4745,238,37,1.7
4746,238,21,1.2
4747,238,26,1.9
4748,238,35,1.7
4749,238,22,1.7
4750,238,25,1.2
4751,238,39,1.2
4752,238,27,1.7
4753,238,40,1.0
4754,238,29,1.9
4755,238,32,1.1
4756,238,24,1.1
4757,238,38,1.2
4758,238,33,1.6
4759,238,34,1.9
4760,238,36,1.9
4761,239,41,1.4
4762,239,46,1.9
4763,239,55,1.5
4764,239,50,1.8
4765,239,43,1.3
4766,239,54,1.6
4767,239,45,1.5
4768,239,49,1.4
4769,239,59,1.8
4770,239,48,1.2
4771,239,56,1.2
4772,239,47,1.5
4773,239,60,1.4
4774,239,42,1.2
4775,239,58,1.9
4776,239,53,1.2
4777,239,57,1.5
4778,239,52,1.5
4779,239,44,1.9
4780,239,51,1.7
4781,240,63,1.1
4782,240,71,1.8
4783,240,75,1.9
4784,240,74,2.0
4785,240,69,1.5
4786,240,73,1.5
4787,240,61,1.9
4788,240,66,1.7
4789,240,64,1.5
4790,240,79,1.2
4791,240,78,1.4
4792,240,67,1.9
4793,240,68,1.9
4794,240,77,1.1
4795,240,70,1.8
4796,240,72,1.6
4797,240,65,1.5
4798,240,62,1.7
4799,240,80,1.4
4800,240,76,1.8
4801,241,16,1.0
4802,241,3,2.0
4803,241,2,1.9
4804,241,14,1.1
4805,241,1,1.9
4806,241,17,1.2
4807,241,18,1.1
4808,241,8,1.9
4809,241,13,1.4
4810,241,20,1.6
4811,241,4,1.3
4812,241,15,1.4
4813,241,7,1.0
4814,241,9,1.5
4815,241,10,1.2
4816,241,11,1.5
4817,241,19,1.1
4818,241,6,1.2
4819,241,5,1.4
4820,241,12,1.8
4821,242,30,1.0
4822,242,32,1.1
4823,242,27,1.7
4824,242,36,1.9
4825,242,29,1.9
4826,242,40,1.0
4827,242,39,1.2
4828,242,31,1.7
4829,242,35,1.7
4830,242,26,1.9
4831,242,21,1.2
4832,242,28,1.2
4833,242,34,1.9
4834,242,25,1.2
4835,242,38,1.2
4836,242,24,1.1
4837,242,23,1.6
4838,242,37,1.7
4839,242,22,1.7
4840,242,33,1.6
4841,243,41,1.4
4842,243,58,1.9
4843,243,60,1.4
4844,243,52,1.5
4845,243,48,1.2
4846,243,42,1.2
4847,243,43,1.3
4848,243,53,1.2
4849,243,45,1.5
4850,243,57,1.5
4851,243,55,1.5
4852,243,54,1.6
4853,243,59,1.8
4854,243,44,1.9
4855,243,49,1.4
4856,243,51,1.7
4857,243,47,1.5
4858,243,50,1.8
4859,243,56,1.2
4860,243,46,1.9
4861,244,78,1.4
4862,244,69,1.5
4863,244,71,1.8
4864,244,65,1.5
4865,244,79,1.2
4866,244,61,1.9
4867,244,64,1.5
4868,244,63,1.1
4869,244,72,1.6
4870,244,62,1.7
4871,244,80,1.4
4872,244,66,1.7
4873,244,74,2.0
4874,244,67,1.9
4875,244,73,1.5
4876,244,76,1.8
4877,244,75,1.9
4878,244,70,1.8
4879,244,68,1.9
4880,244,77,1.1
4881,245,17,1.2
4882,245,12,1.8
4883,245,20,1.6
4884,245,18,1.1
4885,245,7,1.0
4886,245,14,1.1
4887,245,19,1.1
4888,245,9,1.5
4889,245,3,2.0
4890,245,6,1.2
4891,245,16,1.0
4892,245,8,1.9
4893,245,15,1.4
4894,245,4,1.3
4895,245,2,1.9
4896,245,1,1.9
4897,245,13,1.4
4898,245,11,1.5
4899,245,10,1.2
4900,245,5,1.4
4901,246,22,1.7
4902,246,31,1.7
4903,246,33,1.6
4904,246,29,1.9
4905,246,38,1.2
4906,246,40,1.0
4907,246,39,1.2
4908,246,32,1.1
4909,246,27,1.7
4910,246,21,1.2
4911,246,28,1.2
4912,246,36,1.9
4913,246,23,1.6
4914,246,24,1.1
4915,246,30,1.0
4916,246,35,1.7
4917,246,26,1.9
4918,246,34,1.9
4919,246,37,1.7
4920,246,25,1.2
4921,247,60,1.4
4922,247,59,1.8
4923,247,47,1.5
4924,247,46,1.9
4925,247,50,1.8
4926,247,52,1.5
4927,247,43,1.3
4928,247,41,1.4
4929,247,54,1.6
4930,247,45,1.5
4931,247,49,1.4
4932,247,44,1.9
4933,247,48,1.2
4934,247,55,1.5
4935,247,58,1.9
4936,247,57,1.5
4937,247,53,1.2
4938,247,42,1.2
4939,247,56,1.2
4940,247,51,1.7
4941,248,68,1.9
4942,248,75,1.9
4943,248,77,1.1
4944,248,78,1.4
4945,248,69,1.5
4946,248,65,1.5
4947,248,64,1.5
4948,248,80,1.4
4949,248,61,1.9
4950,248,67,1.9
4951,248,71,1.8
4952,248,62,1.7
4953,248,73,1.5
4954,248,70,1.8
4955,248,66,1.7
4956,248,63,1.1
4957,248,74,2.0
4958,248,76,1.8
4959,248,79,1.2
4960,248,72,1.6
4961,249,16,1.0
4962,249,19,1.1
4963,249,9,1.5
4964,249,3,2.0
4965,249,1,1.9
4966,249,13,1.4
4967,249,18,1.1
4968,249,8,1.9
4969,249,14,1.1
4970,249,11,1.5
4971,249,12,1.8
4972,249,7,1.0
4973,249,6,1.2
4974,249,2,1.9
4975,249,5,1.4
4976,249,17,1.2
4977,249,20,1.6
4978,249,10,1.2
4979,249,15,1.4
4980,249,4,1.3
4981,250,23,1.6
4982,250,28,1.2
4983,250,31,1.7
4984,250,30,1.0
4985,250,21,1.2
4986,250,22,1.7
4987,250,25,1.2
4988,250,26,1.9
4989,250,37,1.7
4990,250,32,1.1
4991,250,27,1.7
4992,250,39,1.2
4993,250,36,1.9
4994,250,24,1.1
4995,250,34,1.9
4996,250,35,1.7
4997,250,29,1.9
4998,250,40,1.0
4999,250,33,1.6
5000,250,38,1.2
5001,251,42,1.2
5002,251,47,1.5
5003,251,41,1.4
5004,251,57,1.5
5005,251,60,1.4
5006,251,49,1.4
5007,251,51,1.7
5008,251,56,1.2
5009,251,48,1.2
5010,251,43,1.3
5011,251,59,1.8
5012,251,54,1.6
5013,251,55,1.5
5014,251,45,1.5
5015,251,44,1.9
5016,251,50,1.8
5017,251,53,1.2
5018,251,52,1.5
5019,251,46,1.9
5020,251,58,1.9
5021,252,65,1.5
5022,252,70,1.8
5023,252,68,1.9
5024,252,73,1.5
5025,252,71,1.8
5026,252,63,1.1
5027,252,74,2.0
5028,252,77,1.1
5029,252,72,1.6
5030,252,80,1.4
5031,252,61,1.9
5032,252,66,1.7
5033,252,69,1.5
5034,252,62,1.7
5035,252,78,1.4
5036,252,64,1.5
5037,252,75,1.9
5038,252,76,1.8
5039,252,79,1.2
5040,252,67,1.9
5041,253,11,1.5
5042,253,18,1.1
5043,253,16,1.0
5044,253,13,1.4
5045,253,15,1.4
5046,253,12,1.8
5047,253,8,1.9
5048,253,14,1.1
5049,253,10,1.2
5050,253,3,2.0
5051,253,6,1.2
5052,253,7,1.0
5053,253,1,1.9
5054,253,20,1.6
5055,253,17,1.2
5056,253,2,1.9
5057,253,9,1.5
5058,253,4,1.3
5059,253,19,1.1
5060,253,5,1.4
5061,254,40,1.0
5062,254,34,1.9
5063,254,39,1.2
5064,254,24,1.1
5065,254,38,1.2
5066,254,30,1.0
5067,254,26,1.9
5068,254,28,1.2
5069,254,23,1.6
5070,254,31,1.7
5071,254,25,1.2
5072,254,21,1.2
5073,254,35,1.7
5074,254,22,1.7
5075,254,32,1.1
5076,254,37,1.7
5077,254,36,1.9
5078,254,29,1.9
5079,254,33,1.6
5080,254,27,1.7
5081,255,42,1.2
5082,255,58,1.9
5083,255,52,1.5
5084,255,43,1.3
5085,255,56,1.2
5086,255,59,1.8
5087,255,44,1.9
5088,255,51,1.7
5089,255,57,1.5
5090,255,49,1.4
5091,255,50,1.8
5092,255,46,1.9
5093,255,60,1.4
5094,255,55,1.5
5095,255,47,1.5
5096,255,54,1.6
5097,255,48,1.2
5098,255,45,1.5
5099,255,41,1.4
5100,255,53,1.2
5101,256,67,1.9
5102,256,62,1.7
5103,256,80,1.4
5104,256,75,1.9
5105,256,70,1.8
5106,256,65,1.5
5107,256,74,2.0
5108,256,61,1.9
5109,256,69,1.5
5110,256,72,1.6
5111,256,73,1.5
5112,256,78,1.4
5113,256,68,1.9
5114,256,76,1.8
5115,256,77,1.1
5116,256,66,1.7
5117,256,64,1.5
5118,256,71,1.8
5119,256,63,1.1
5120,256,79,1.2
5121,257,7,1.0
5122,257,13,1.4
5123,257,17,1.2
5124,257,19,1.1
5125,257,2,1.9
5126,257,6,1.2
5127,257,14,1.1
5128,257,1,1.9
5129,257,20,1.6
5130,257,4,1.3
5131,257,18,1.1
5132,257,12,1.8
5133,257,9,1.5
5134,257,16,1.0
5135,257,11,1.5
5136,257,10,1.2
5137,257,3,2.0
5138,257,5,1.4
5139,257,15,1.4
5140,257,8,1.9
5141,258,33,1.6
5142,258,21,1.2
5143,258,28,1.2
5144,258,34,1.9
5145,258,24,1.1
5146,258,40,1.0
5147,258,27,1.7
5148,258,23,1.6
5149,258,25,1.2
5150,258,29,1.9
5151,258,37,1.7
5152,258,39,1.2
5153,258,38,1.2
5154,258,31,1.7
5155,258,35,1.7
5156,258,36,1.9
5157,258,22,1.7
5158,258,32,1.1
5159,258,26,1.9
5160,258,30,1.0
5161,259,59,1.8
5162,259,58,1.9
5163,259,53,1.2
5164,259,54,1.6
5165,259,50,1.8
5166,259,57,1.5
5167,259,52,1.5
5168,259,47,1.5
5169,259,56,1.2
5170,259,44,1.9
5171,259,60,1.4
5172,259,46,1.9
5173,259,55,1.5
5174,259,41,1.4
5175,259,45,1.5
5176,259,42,1.2
5177,259,49,1.4
5178,259,51,1.7
5179,259,43,1.3
5180,259,48,1.2
5181,260,71,1.8
5182,260,65,1.5
5183,260,73,1.5
5184,260,62,1.7
5185,260,75,1.9
5186,260,66,1.7
5187,260,67,1.9
5188,260,70,1.8
5189,260,72,1.6
5190,260,78,1.4
5191,260,80,1.4
5192,260,77,1.1
5193,260,64,1.5
5194,260,79,1.2
5195,260,69,1.5
5196,260,61,1.9
5197,260,74,2.0
5198,260,68,1.9
5199,260,76,1.8
5200,260,63,1.1
5201,261,14,1.1
5202,261,6,1.2
5203,261,1,1.9
5204,261,2,1.9
5205,261,8,1.9
5206,261,12,1.8
5207,261,7,1.0
5208,261,4,1.3
5209,261,9,1.5
5210,261,11,1.5
5211,261,19,1.1
5212,261,20,1.6
5213,261,5,1.4
5214,261,13,1.4
5215,261,10,1.2
5216,261,18,1.1
5217,261,3,2.0
5218,261,15,1.4
5219,261,17,1.2
5220,261,16,1.0
5221,262,36,1.9
5222,262,23,1.6
5223,262,37,1.7
5224,262,38,1.2
5225,262,25,1.2
5226,262,35,1.7
5227,262,39,1.2
5228,262,24,1.1
5229,262,28,1.2
5230,262,29,1.9
5231,262,31,1.7
5232,262,32,1.1
5233,262,21,1.2
5234,262,34,1.9
5235,262,26,1.9
5236,262,40,1.0
5237,262,27,1.7
5238,262,30,1.0
5239,262,22,1.7
5240,262,33,1.6
5241,263,42,1.2
5242,263,52,1.5
5243,263,43,1.3
5244,263,54,1.6
5245,263,53,1.2
5246,263,46,1.9
5247,263,45,1.5
5248,263,55,1.5
5249,263,60,1.4
5250,263,58,1.9
5251,263,51,1.7
5252,263,57,1.5
5253,263,49,1.4
5254,263,50,1.8
5255,263,41,1.4
5256,263,48,1.2
5257,263,44,1.9
5258,263,59,1.8
5259,263,56,1.2
5260,263,47,1.5
5261,264,67,1.9
5262,264,72,1.6
5263,264,73,1.5
5264,264,76,1.8
5265,264,70,1.8
5266,264,69,1.5
5267,264,61,1.9
5268,264,77,1.1
5269,264,66,1.7
5270,264,68,1.9
5271,264,64,1.5
5272,264,65,1.5
5273,264,74,2.0
5274,264,63,1.1
5275,264,75,1.9
5276,264,79,1.2
5277,264,71,1.8
5278,264,78,1.4
5279,264,62,1.7
5280,264,80,1.4
5281,265,14,1.1
5282,265,1,1.9
5283,265,12,1.8
5284,265,13,1.4
5285,265,9,1.5
5286,265,3,2.0
5287,265,8,1.9
5288,265,7,1.0
5289,265,20,1.6
5290,265,5,1.4
5291,265,16,1.0
5292,265,4,1.3
5293,265,2,1.9
5294,265,17,1.2
5295,265,10,1.2
5296,265,18,1.1
5297,265,19,1.1
5298,265,11,1.5
5299,265,15,1.4
5300,265,6,1.2
5301,266,38,1.2
5302,266,39,1.2
5303,266,30,1.0
5304,266,32,1.1
5305,266,33,1.6
5306,266,23,1.6
5307,266,27,1.7
5308,266,29,1.9
5309,266,24,1.1
5310,266,36,1.9
5311,266,25,1.2
5312,266,31,1.7
5313,266,28,1.2
5314,266,37,1.7
5315,266,22,1.7
5316,266,40,1.0
5317,266,21,1.2
5318,266,34,1.9
5319,266,35,1.7
5320,266,26,1.9
5321,267,51,1.7
5322,267,52,1.5
5323,267,55,1.5
5324,267,41,1.4
5325,267,56,1.2
5326,267,48,1.2
5327,267,44,1.9
5328,267,59,1.8
5329,267,42,1.2
5330,267,43,1.3
5331,267,54,1.6
5332,267,53,1.2
5333,267,46,1.9
5334,267,60,1.4
5335,267,47,1.5
5336,267,57,1.5
5337,267,58,1.9
5338,267,49,1.4
5339,267,45,1.5
5340,267,50,1.8
5341,268,68,1.9
5342,268,74,2.0
5343,268,79,1.2
5344,268,70,1.8
5345,268,61,1.9
5346,268,62,1.7
5347,268,67,1.9
5348,268,64,1.5
5349,268,63,1.1
5350,268,77,1.1
5351,268,66,1.7
5352,268,80,1.4
5353,268,73,1.5
5354,268,78,1.4
5355,268,69,1.5
5356,268,65,1.5
5357,268,75,1.9
5358,268,76,1.8
5359,268,71,1.8
5360,268,72,1.6
5361,269,19,1.1
5362,269,18,1.1
5363,269,3,2.0
5364,269,10,1.2
5365,269,4,1.3
5366,269,16,1.0
5367,269,13,1.4
5368,269,14,1.1
5369,269,5,1.4
5370,269,12,1.8
5371,269,8,1.9
5372,269,7,1.0
5373,269,1,1.9
5374,269,6,1.2
5375,269,11,1.5
5376,269,20,1.6
5377,269,2,1.9
5378,269,9,1.5
5379,269,15,1.4
5380,269,17,1.2
5381,270,33,1.6
5382,270,24,1.1
5383,270,29,1.9
5384,270,30,1.0
5385,270,21,1.2
5386,270,37,1.7
5387,270,23,1.6
5388,270,39,1.2
5389,270,40,1.0
5390,270,26,1.9
5391,270,22,1.7
5392,270,28,1.2
5393,270,25,1.2
5394,270,27,1.7
5395,270,32,1.1
5396,270,34,1.9
5397,270,31,1.7
5398,270,35,1.7
5399,270,36,1.9
5400,270,38,1.2
5401,271,58,1.9
5402,271,60,1.4
5403,271,48,1.2
5404,271,41,1.4
5405,271,50,1.8
5406,271,59,1.8
5407,271,53,1.2
5408,271,44,1.9
5409,271,54,1.6
5410,271,42,1.2
5411,271,45,1.5
5412,271,46,1.9
5413,271,56,1.2
5414,271,52,1.5
5415,271,49,1.4
5416,271,57,1.5
5417,271,43,1.3
5418,271,47,1.5
5419,271,51,1.7
5420,271,55,1.5
5421,272,66,1.7
5422,272,67,1.9
5423,272,62,1.7
5424,272,80,1.4
5425,272,74,2.0
5426,272,76,1.8
5427,272,77,1.1
5428,272,71,1.8
5429,272,72,1.6
5430,272,75,1.9
5431,272,61,1.9
5432,272,73,1.5
5433,272,63,1.1
5434,272,78,1.4
5435,272,68,1.9
5436,272,70,1.8
5437,272,65,1.5
5438,272,79,1.2
5439,272,64,1.5
5440,272,69,1.5
5441,273,14,1.1
5442,273,7,1.0
5443,273,9,1.5
5444,273,6,1.2
5445,273,2,1.9
5446,273,12,1.8
5447,273,13,1.4
5448,273,10,1.2
5449,273,17,1.2
5450,273,4,1.3
5451,273,19,1.1
5452,273,8,1.9
5453,273,18,1.1
5454,273,15,1.4
5455,273,16,1.0
5456,273,3,2.0
5457,273,5,1.4
5458,273,1,1.9
5459,273,20,1.6
5460,273,11,1.5
5461,274,39,1.2
5462,274,21,1.2
5463,274,34,1.9
5464,274,24,1.1
5465,274,33,1.6
5466,274,32,1.1
5467,274,29,1.9
5468,274,23,1.6
5469,274,25,1.2
5470,274,30,1.0
5471,274,28,1.2
5472,274,37,1.7
5473,274,22,1.7
5474,274,38,1.2
5475,274,40,1.0
5476,274,36,1.9
5477,274,31,1.7
5478,274,35,1.7
5479,274,26,1.9
5480,274,27,1.7
5481,275,60,1.4
5482,275,54,1.6
5483,275,55,1.5
5484,275,41,1.4
5485,275,59,1.8
5486,275,51,1.7
5487,275,49,1.4
5488,275,44,1.9
5489,275,53,1.2
5490,275,46,1.9
5491,275,52,1.5
5492,275,42,1.2
5493,275,57,1.5
5494,275,48,1.2
5495,275,50,1.8
5496,275,47,1.5
5497,275,56,1.2
5498,275,58,1.9
5499,275,45,1.5
5500,275,43,1.3
5501,276,67,1.9
5502,276,63,1.1
5503,276,74,2.0
5504,276,62,1.7
5505,276,76,1.8
5506,276,70,1.8
5507,276,71,1.8
5508,276,77,1.1
5509,276,68,1.9
5510,276,75,1.9
5511,276,73,1.5
5512,276,64,1.5
5513,276,80,1.4
5514,276,61,1.9
5515,276,72,1.6
5516,276,79,1.2
5517,276,69,1.5
5518,276,66,1.7
5519,276,65,1.5
5520,276,78,1.4
5521,277,2,1.9
5522,277,3,2.0
5523,277,8,1.9
5524,277,19,1.1
5525,277,11,1.5
5526,277,4,1.3
5527,277,6,1.2
5528,277,1,1.9
5529,277,7,1.0
5530,277,10,1.2
5531,277,12,1.8
5532,277,17,1.2
5533,277,16,1.0
5534,277,13,1.4
5535,277,15,1.4
5536,277,5,1.4
5537,277,9,1.5
5538,277,20,1.6
5539,277,14,1.1
5540,277,18,1.1
5541,278,33,1.6
5542,278,37,1.7
5543,278,34,1.9
5544,278,26,1.9
5545,278,29,1.9
5546,278,21,1.2
5547,278,40,1.0
5548,278,32,1.1
5549,278,36,1.9
5550,278,28,1.2
5551,278,22,1.7
5552,278,35,1.7
5553,278,38,1.2
5554,278,39,1.2
5555,278,24,1.1
5556,278,27,1.7
5557,278,31,1.7
5558,278,23,1.6
5559,278,30,1.0
5560,278,25,1.2
5561,279,55,1.5
5562,279,50,1.8
5563,279,45,1.5
5564,279,42,1.2
5565,279,46,1.9
5566,279,57,1.5
5567,279,51,1.7
5568,279,49,1.4
5569,279,54,1.6
5570,279,53,1.2
5571,279,59,1.8
5572,279,44,1.9
5573,279,41,1.4
5574,279,52,1.5
5575,279,60,1.4
5576,279,43,1.3
5577,279,47,1.5
5578,279,58,1.9
5579,279,48,1.2
5580,279,56,1.2
5581,280,76,1.8
5582,280,66,1.7
5583,280,71,1.8
5584,280,61,1.9
5585,280,70,1.8
5586,280,78,1.4
5587,280,63,1.1
5588,280,64,1.5
5589,280,72,1.6
5590,280,74,2.0
5591,280,65,1.5
5592,280,75,1.9
5593,280,73,1.5
5594,280,69,1.5
5595,280,80,1.4
5596,280,77,1.1
5597,280,79,1.2
5598,280,62,1.7
5599,280,68,1.9
5600,280,67,1.9
5601,281,10,1.2
5602,281,3,2.0
5603,281,14,1.1
5604,281,15,1.4
5605,281,6,1.2
5606,281,17,1.2
5607,281,2,1.9
5608,281,16,1.0
5609,281,11,1.5
5610,281,4,1.3
5611,281,20,1.6
5612,281,19,1.1
5613,281,7,1.0
5614,281,12,1.8
5615,281,5,1.4
5616,281,18,1.1
5617,281,8,1.9
5618,281,1,1.9
5619,281,13,1.4
5620,281,9,1.5
5621,282,32,1.1
5622,282,27,1.7
5623,282,25,1.2
5624,282,28,1.2
5625,282,23,1.6
5626,282,39,1.2
5627,282,31,1.7
5628,282,34,1.9
5629,282,37,1.7
5630,282,40,1.0
5631,282,29,1.9
5632,282,22,1.7
5633,282,38,1.2
5634,282,36,1.9
5635,282,24,1.1
5636,282,35,1.7
5637,282,26,1.9
5638,282,33,1.6
5639,282,30,1.0
5640,282,21,1.2
5641,283,48,1.2
5642,283,55,1.5
5643,283,51,1.7
5644,283,60,1.4
5645,283,45,1.5
5646,283,54,1.6
5647,283,44,1.9
5648,283,52,1.5
5649,283,53,1.2
5650,283,42,1.2
5651,283,59,1.8
5652,283,43,1.3
5653,283,56,1.2
5654,283,50,1.8
5655,283,49,1.4
5656,283,57,1.5
5657,283,47,1.5
5658,283,58,1.9
5659,283,41,1.4
5660,283,46,1.9
5661,284,62,1.7
5662,284,74,2.0
5663,284,65,1.5
5664,284,75,1.9
5665,284,79,1.2
5666,284,72,1.6
5667,284,68,1.9
5668,284,63,1.1
5669,284,70,1.8
5670,284,64,1.5
5671,284,66,1.7
5672,284,61,1.9
5673,284,76,1.8
5674,284,78,1.4
5675,284,80,1.4
5676,284,73,1.5
5677,284,67,1.9
5678,284,69,1.5
5679,284,71,1.8
5680,284,77,1.1
5681,285,17,1.2
5682,285,6,1.2
5683,285,18,1.1
5684,285,13,1.4
5685,285,16,1.0
5686,285,12,1.8
5687,285,15,1.4
5688,285,11,1.5
5689,285,2,1.9
5690,285,4,1.3
5691,285,7,1.0
5692,285,1,1.9
5693,285,19,1.1
5694,285,8,1.9
5695,285,10,1.2
5696,285,3,2.0
5697,285,5,1.4
5698,285,14,1.1
5699,285,9,1.5
5700,285,20,1.6
5701,286,25,1.2
5702,286,35,1.7
5703,286,24,1.1
5704,286,33,1.6
5705,286,27,1.7
5706,286,28,1.2
5707,286,32,1.1
5708,286,22,1.7
5709,286,36,1.9
5710,286,37,1.7
5711,286,31,1.7
5712,286,26,1.9
5713,286,34,1.9
5714,286,38,1.2
5715,286,40,1.0
5716,286,39,1.2
5717,286,21,1.2
5718,286,29,1.9
5719,286,30,1.0
5720,286,23,1.6
5721,287,43,1.3
5722,287,52,1.5
5723,287,42,1.2
5724,287,46,1.9
5725,287,51,1.7
5726,287,60,1.4
5727,287,54,1.6
5728,287,49,1.4
5729,287,57,1.5
5730,287,45,1.5
5731,287,47,1.5
5732,287,58,1.9
5733,287,44,1.9
5734,287,41,1.4
5735,287,56,1.2
5736,287,48,1.2
5737,287,53,1.2
5738,287,50,1.8
5739,287,59,1.8
5740,287,55,1.5
5741,288,79,1.2
5742,288,80,1.4
5743,288,76,1.8
5744,288,64,1.5
5745,288,73,1.5
5746,288,66,1.7
5747,288,72,1.6
5748,288,70,1.8
5749,288,67,1.9
5750,288,75,1.9
5751,288,74,2.0
5752,288,78,1.4
5753,288,68,1.9
5754,288,77,1.1
5755,288,63,1.1
5756,288,61,1.9
5757,288,69,1.5
5758,288,71,1.8
5759,288,65,1.5
5760,288,62,1.7
5761,289,11,1.5
5762,289,10,1.2
5763,289,17,1.2
5764,289,18,1.1
5765,289,7,1.0
5766,289,6,1.2
5767,289,8,1.9
5768,289,2,1.9
5769,289,19,1.1
5770,289,3,2.0
5771,289,13,1.4
5772,289,5,1.4
5773,289,16,1.0
5774,289,4,1.3
5775,289,9,1.5
5776,289,1,1.9
5777,289,20,1.6
5778,289,12,1.8
5779,289,15,1.4
5780,289,14,1.1
5781,290,22,1.7
5782,290,29,1.9
5783,290,28,1.2
5784,290,35,1.7
5785,290,34,1.9
5786,290,27,1.7
5787,290,40,1.0
5788,290,24,1.1
5789,290,37,1.7
5790,290,32,1.1
5791,290,23,1.6
5792,290,39,1.2
5793,290,21,1.2
5794,290,25,1.2
5795,290,38,1.2
5796,290,36,1.9
5797,290,31,1.7
5798,290,30,1.0
5799,290,33,1.6
5800,290,26,1.9
5801,291,53,1.2
5802,291,46,1.9
5803,291,59,1.8
5804,291,58,1.9
5805,291,54,1.6
5806,291,47,1.5
5807,291,55,1.5
5808,291,48,1.2
5809,291,49,1.4
5810,291,52,1.5
5811,291,41,1.4
5812,291,44,1.9
5813,291,60,1.4
5814,291,57,1.5
5815,291,51,1.7
5816,291,50,1.8
5817,291,56,1.2
5818,291,42,1.2
5819,291,45,1.5
5820,291,43,1.3
5821,292,62,1.7
5822,292,76,1.8
5823,292,69,1.5
5824,292,66,1.7
5825,292,61,1.9
5826,292,67,1.9
5827,292,71,1.8
5828,292,74,2.0
5829,292,70,1.8
5830,292,77,1.1
5831,292,63,1.1
5832,292,72,1.6
5833,292,78,1.4
5834,292,80,1.4
5835,292,75,1.9
5836,292,64,1.5
5837,292,73,1.5
5838,292,79,1.2
5839,292,68,1.9
5840,292,65,1.5
5841,293,10,1.2
5842,293,18,1.1
5843,293,8,1.9
5844,293,12,1.8
5845,293,14,1.1
5846,293,11,1.5
5847,293,3,2.0
5848,293,7,1.0
5849,293,19,1.1
5850,293,4,1.3
5851,293,13,1.4
5852,293,20,1.6
5853,293,5,1.4
5854,293,17,1.2
5855,293,16,1.0
5856,293,2,1.9
5857,293,9,1.5
5858,293,1,1.9
5859,293,15,1.4
5860,293,6,1.2
5861,294,21,1.2
5862,294,30,1.0
5863,294,31,1.7
5864,294,40,1.0
5865,294,26,1.9
5866,294,29,1.9
5867,294,22,1.7
5868,294,25,1.2
5869,294,24,1.1
5870,294,36,1.9
5871,294,32,1.1
5872,294,34,1.9
5873,294,23,1.6
5874,294,39,1.2
5875,294,33,1.6
5876,294,28,1.2
5877,294,35,1.7
5878,294,37,1.7
5879,294,27,1.7
5880,294,38,1.2
5881,295,45,1.5
5882,295,43,1.3
5883,295,51,1.7
5884,295,56,1.2
5885,295,52,1.5
5886,295,47,1.5
5887,295,57,1.5
5888,295,54,1.6
5889,295,53,1.2
5890,295,59,1.8
5891,295,55,1.5
5892,295,60,1.4
5893,295,42,1.2
5894,295,48,1.2
5895,295,44,1.9
5896,295,41,1.4
5897,295,58,1.9
5898,295,46,1.9
5899,295,49,1.4
5900,295,50,1.8
5901,296,79,1.2
5902,296,61,1.9
5903,296,70,1.8
5904,296,69,1.5
5905,296,67,1.9
5906,296,75,1.9
5907,296,62,1.7
5908,296,77,1.1
5909,296,72,1.6
5910,296,64,1.5
5911,296,65,1.5
5912,296,71,1.8
5913,296,76,1.8
5914,296,78,1.4
5915,296,63,1.1
5916,296,74,2.0
5917,296,80,1.4
5918,296,73,1.5
5919,296,66,1.7
5920,296,68,1.9
5921,297,2,1.9
5922,297,9,1.5
5923,297,1,1.9
