step_data_id,question_step_id,name,value
5604,5604,answer,3
5605,5605,answer,0
5606,5606,answer,3
5607,5607,answer,0
5608,5608,answer,1
5609,5609,answer,2
5610,5610,answer,2
5611,5611,answer,2
5612,5612,answer,0
5613,5613,answer,1
5614,5614,answer,1
5615,5615,answer,1
5616,5616,answer,2
5617,5617,answer,0
5618,5618,answer,2
5619,5619,answer,1
5620,5620,answer,0
5621,5621,answer,0
5622,5622,answer,2
5623,5623,answer,2
5624,5624,answer,3
5625,5625,answer,0
5626,5626,answer,2
5627,5627,answer,2
5628,5628,answer,3
5629,5629,answer,1
5630,5630,answer,2
5631,5631,answer,0
5632,5632,answer,0
5633,5633,answer,0
5634,5634,answer,2
5635,5635,answer,3
5636,5636,answer,2
5637,5637,answer,3
5638,5638,answer,3
5639,5639,answer,1
5640,5640,answer,0
5641,5641,answer,2
5642,5642,answer,3
5643,5643,answer,1
5644,5644,answer,2
5645,5645,answer,0
5646,5646,answer,3
5647,5647,answer,1
5648,5648,answer,0
5649,5649,answer,1
5650,5650,answer,2
5651,5651,answer,3
5652,5652,answer,3
5653,5653,answer,3
5654,5654,answer,0
5655,5655,answer,2
5656,5656,answer,2
5657,5657,answer,1
5658,5658,answer,3
5659,5659,answer,3
5660,5660,answer,0
5661,5661,answer,3
5662,5662,answer,0
5663,5663,answer,1
5664,5664,answer,2
5665,5665,answer,2
5666,5666,answer,3
5667,5667,answer,3
5668,5668,answer,1
5669,5669,answer,3
5670,5670,answer,2
5671,5671,answer,2
5672,5672,answer,2
5673,5673,answer,0
5674,5674,answer,3
5675,5675,answer,1
5676,5676,answer,1
5677,5677,answer,3
5678,5678,answer,0
5679,5679,answer,2
5680,5680,answer,0
5681,5681,answer,2
5682,5682,answer,0
5683,5683,answer,1
5684,5684,answer,2
5685,5685,answer,3
5686,5686,answer,0
5687,5687,answer,2
5688,5688,answer,1
5689,5689,answer,1
5690,5690,answer,0
5691,5691,answer,2
5692,5692,answer,0
5693,5693,answer,0
5694,5694,answer,3
5695,5695,answer,2
5696,5696,answer,1
5697,5697,answer,1
5698,5698,answer,1
5699,5699,answer,1
5700,5700,answer,2
5701,5701,answer,3
5702,5702,answer,0
5703,5703,answer,0
5704,5704,answer,0
5705,5705,answer,1
5706,5706,answer,2
5707,5707,answer,0
5708,5708,answer,0
5709,5709,answer,1
5710,5710,answer,0
5711,5711,answer,1
5712,5712,answer,1
5713,5713,answer,0
5714,5714,answer,0
5715,5715,answer,1
5716,5716,answer,2
5717,5717,answer,2
5718,5718,answer,0
5719,5719,answer,1
5720,5720,answer,3
5721,5721,answer,2
5722,5722,answer,2
5723,5723,answer,1
5724,5724,answer,3
5725,5725,answer,1
5726,5726,answer,3
5727,5727,answer,2
5728,5728,answer,3
5729,5729,answer,1
5730,5730,answer,3
5731,5731,answer,0
5732,5732,answer,1
5733,5733,answer,1
5734,5734,answer,0
5735,5735,answer,2
5736,5736,answer,1
5737,5737,answer,3
5738,5738,answer,1
5739,5739,answer,0
5740,5740,answer,3
5741,5741,answer,0
5742,5742,answer,3
5743,5743,answer,1
5744,5744,answer,3
5745,5745,answer,2
5746,5746,answer,3
5747,5747,answer,2
5748,5748,answer,3
5749,5749,answer,3
5750,5750,answer,0
5751,5751,answer,3
5752,5752,answer,1
5753,5753,answer,2
5754,5754,answer,2
5755,5755,answer,2
5756,5756,answer,1
5757,5757,answer,2
5758,5758,answer,0
5759,5759,answer,1
5760,5760,answer,0
5761,5761,answer,0
5762,5762,answer,0
5763,5763,answer,0
5764,5764,answer,3
5765,5765,answer,1
5766,5766,answer,0
5767,5767,answer,2
5768,5768,answer,2
5769,5769,answer,1
5770,5770,answer,1
5771,5771,answer,1
5772,5772,answer,1
5773,5773,answer,3
5774,5774,answer,2
5775,5775,answer,3
5776,5776,answer,2
5777,5777,answer,0
5778,5778,answer,3
5779,5779,answer,3
5780,5780,answer,3
5781,5781,answer,2
5782,5782,answer,0
5783,5783,answer,0
5784,5784,answer,0
5785,5785,answer,0
5786,5786,answer,0
5787,5787,answer,1
5788,5788,answer,2
5789,5789,answer,0
5790,5790,answer,2
5791,5791,answer,3
5792,5792,answer,3
5793,5793,answer,0
5794,5794,answer,3
5795,5795,answer,2
5796,5796,answer,3
5797,5797,answer,1
5798,5798,answer,2
5799,5799,answer,1
5800,5800,answer,1
5801,5801,answer,3
5802,5802,answer,0
5803,5803,answer,1
5804,5804,answer,3
5805,5805,answer,1
5806,5806,answer,2
5807,5807,answer,1
5808,5808,answer,3
5809,5809,answer,1
5810,5810,answer,2
5811,5811,answer,0
5812,5812,answer,1
5813,5813,answer,3
5814,5814,answer,3
5815,5815,answer,2
5816,5816,answer,2
5817,5817,answer,1
5818,5818,answer,1
5819,5819,answer,1
5820,5820,answer,2
5821,5821,answer,1
5822,5822,answer,1
5823,5823,answer,2
5824,5824,answer,2
5825,5825,answer,0
5826,5826,answer,2
5827,5827,answer,0
5828,5828,answer,2
5829,5829,answer,2
5830,5830,answer,1
5831,5831,answer,2
5832,5832,answer,2
5833,5833,answer,2
5834,5834,answer,1
5835,5835,answer,2
5836,5836,answer,2
5837,5837,answer,3
5838,5838,answer,1
5839,5839,answer,2
5840,5840,answer,3
5841,5841,answer,3
5842,5842,answer,3
5843,5843,answer,0
5844,5844,answer,1
5845,5845,answer,2
5846,5846,answer,3
5847,5847,answer,2
5848,5848,answer,1
5849,5849,answer,2
5850,5850,answer,3
5851,5851,answer,0
5852,5852,answer,2
5853,5853,answer,1
5854,5854,answer,2
5855,5855,answer,2
5856,5856,answer,1
5857,5857,answer,0
5858,5858,answer,0
5859,5859,answer,3
5860,5860,answer,0
5861,5861,answer,2
5862,5862,answer,1
5863,5863,answer,1
5864,5864,answer,1
5865,5865,answer,2
5866,5866,answer,3
5867,5867,answer,1
5868,5868,answer,1
5869,5869,answer,0
5870,5870,answer,2
5871,5871,answer,0
5872,5872,answer,1
5873,5873,answer,3
5874,5874,answer,0
5875,5875,answer,3
5876,5876,answer,1
5877,5877,answer,2
5878,5878,answer,0
5879,5879,answer,3
5880,5880,answer,0
5881,5881,answer,3
5882,5882,answer,0
5883,5883,answer,1
5884,5884,answer,3
5885,5885,answer,0
5886,5886,answer,1
5887,5887,answer,2
5888,5888,answer,0
5889,5889,answer,2
5890,5890,answer,1
5891,5891,answer,3
5892,5892,answer,1
5893,5893,answer,1
5894,5894,answer,3
5895,5895,answer,0
5896,5896,answer,1
5897,5897,answer,1
5898,5898,answer,1
5899,5899,answer,0
5900,5900,answer,1
5901,5901,answer,3
5902,5902,answer,0
5903,5903,answer,3
5904,5904,answer,3
5905,5905,answer,3
5906,5906,answer,2
5907,5907,answer,0
5908,5908,answer,3
5909,5909,answer,2
5910,5910,answer,2
5911,5911,answer,2
5912,5912,answer,1
5913,5913,answer,2
5914,5914,answer,2
5915,5915,answer,1
5916,5916,answer,3
5917,5917,answer,2
5918,5918,answer,0
5919,5919,answer,2
5920,5920,answer,1
5921,5921,answer,2
5922,5922,answer,2
5923,5923,answer,2
5924,5924,answer,2
5925,5925,answer,2
5926,5926,answer,0
5927,5927,answer,1
5928,5928,answer,2
5929,5929,answer,2
5930,5930,answer,1
5931,5931,answer,2
5932,5932,answer,2
5933,5933,answer,2
5934,5934,answer,2
5935,5935,answer,1
5936,5936,answer,0
5937,5937,answer,1
5938,5938,answer,1
5939,5939,answer,1
5940,5940,answer,0
5941,5941,answer,1
5942,5942,answer,2
5943,5943,answer,1
5944,5944,answer,0
5945,5945,answer,3
5946,5946,answer,3
5947,5947,answer,0
5948,5948,answer,0
5949,5949,answer,0
5950,5950,answer,2
5951,5951,answer,0
5952,5952,answer,2
5953,5953,answer,2
5954,5954,answer,3
5955,5955,answer,3
5956,5956,answer,2
5957,5957,answer,3
5958,5958,answer,2
5959,5959,answer,0
5960,5960,answer,0
5961,5961,answer,1
5962,5962,answer,0
5963,5963,answer,2
5964,5964,answer,2
5965,5965,answer,1
5966,5966,answer,2
5967,5967,answer,1
5968,5968,answer,0
5969,5969,answer,1
5970,5970,answer,3
5971,5971,answer,1
5972,5972,answer,0
5973,5973,answer,1
5974,5974,answer,3
5975,5975,answer,0
5976,5976,answer,3
5977,5977,answer,3
5978,5978,answer,3
5979,5979,answer,3
5980,5980,answer,0
5981,5981,answer,0
5982,5982,answer,3
5983,5983,answer,3
5984,5984,answer,2
5985,5985,answer,0
5986,5986,answer,1
5987,5987,answer,0
5988,5988,answer,1
5989,5989,answer,3
5990,5990,answer,0
5991,5991,answer,1
5992,5992,answer,1
5993,5993,answer,0
5994,5994,answer,1
5995,5995,answer,2
5996,5996,answer,1
5997,5997,answer,1
5998,5998,answer,2
5999,5999,answer,3
6000,6000,answer,2
6001,6001,answer,0
6002,6002,answer,1
6003,6003,answer,1
6004,6004,answer,1
6005,6005,answer,0
6006,6006,answer,0
6007,6007,answer,3
6008,6008,answer,0
6009,6009,answer,0
6010,6010,answer,3
6011,6011,answer,1
6012,6012,answer,1
6013,6013,answer,1
6014,6014,answer,1
6015,6015,answer,3
6016,6016,answer,2
6017,6017,answer,1
6018,6018,answer,2
6019,6019,answer,1
6020,6020,answer,1
6021,6021,answer,2
6022,6022,answer,2
6023,6023,answer,2
6024,6024,answer,0
6025,6025,answer,2
6026,6026,answer,1
6027,6027,answer,2
6028,6028,answer,3
6029,6029,answer,1
6030,6030,answer,2
6031,6031,answer,2
6032,6032,answer,2
6033,6033,answer,3
6034,6034,answer,0
6035,6035,answer,3
6036,6036,answer,3
6037,6037,answer,3
6038,6038,answer,1
6039,6039,answer,2
6040,6040,answer,2
6041,6041,answer,3
6042,6042,answer,0
6043,6043,answer,2
6044,6044,answer,1
6045,6045,answer,2
6046,6046,answer,2
6047,6047,answer,2
6048,6048,answer,0
6049,6049,answer,0
6050,6050,answer,3
6051,6051,answer,1
6052,6052,answer,1
6053,6053,answer,2
6054,6054,answer,0
6055,6055,answer,3
6056,6056,answer,0
6057,6057,answer,3
6058,6058,answer,3
6059,6059,answer,3
6060,6060,answer,2
6061,6061,answer,0
6062,6062,answer,2
6063,6063,answer,0
6064,6064,answer,0
6065,6065,answer,3
6066,6066,answer,0
6067,6067,answer,2
6068,6068,answer,3
6069,6069,answer,0
6070,6070,answer,3
6071,6071,answer,1
6072,6072,answer,1
6073,6073,answer,1
6074,6074,answer,1
6075,6075,answer,0
6076,6076,answer,1
6077,6077,answer,1
6078,6078,answer,2
6079,6079,answer,0
6080,6080,answer,0
6081,6081,answer,1
6082,6082,answer,0
6083,6083,answer,1
6084,6084,answer,0
6085,6085,answer,0
6086,6086,answer,3
6087,6087,answer,2
6088,6088,answer,1
6089,6089,answer,3
6090,6090,answer,0
6091,6091,answer,0
6092,6092,answer,0
6093,6093,answer,1
6094,6094,answer,0
6095,6095,answer,1
6096,6096,answer,2
6097,6097,answer,3
6098,6098,answer,3
6099,6099,answer,3
6100,6100,answer,2
6101,6101,answer,0
6102,6102,answer,1
6103,6103,answer,2
6104,6104,answer,1
6105,6105,answer,0
6106,6106,answer,0
6107,6107,answer,0
6108,6108,answer,1
6109,6109,answer,1
6110,6110,answer,1
6111,6111,answer,1
6112,6112,answer,1
6113,6113,answer,2
6114,6114,answer,1
6115,6115,answer,1
6116,6116,answer,3
6117,6117,answer,1
6118,6118,answer,0
6119,6119,answer,1
6120,6120,answer,1
6121,6121,answer,2
6122,6122,answer,2
6123,6123,answer,0
6124,6124,answer,1
6125,6125,answer,2
6126,6126,answer,0
6127,6127,answer,2
6128,6128,answer,2
6129,6129,answer,2
6130,6130,answer,2
6131,6131,answer,2
6132,6132,answer,2
6133,6133,answer,3
6134,6134,answer,2
6135,6135,answer,1
6136,6136,answer,1
6137,6137,answer,0
6138,6138,answer,2
6139,6139,answer,1
6140,6140,answer,2
6141,6141,answer,1
6142,6142,answer,3
6143,6143,answer,2
6144,6144,answer,3
6145,6145,answer,2
6146,6146,answer,3
6147,6147,answer,3
6148,6148,answer,2
6149,6149,answer,2
6150,6150,answer,2
6151,6151,answer,1
6152,6152,answer,1
6153,6153,answer,1
6154,6154,answer,1
6155,6155,answer,3
6156,6156,answer,0
6157,6157,answer,2
6158,6158,answer,0
6159,6159,answer,1
6160,6160,answer,3
6161,6161,answer,2
6162,6162,answer,1
6163,6163,answer,2
6164,6164,answer,2
6165,6165,answer,3
6166,6166,answer,2
6167,6167,answer,3
6168,6168,answer,2
6169,6169,answer,1
6170,6170,answer,1
6171,6171,answer,2
6172,6172,answer,3
6173,6173,answer,0
6174,6174,answer,1
6175,6175,answer,1
6176,6176,answer,1
6177,6177,answer,1
6178,6178,answer,3
6179,6179,answer,3
6180,6180,answer,0
6181,6181,answer,1
6182,6182,answer,3
6183,6183,answer,3
6184,6184,answer,0
6185,6185,answer,1
6186,6186,answer,2
6187,6187,answer,0
6188,6188,answer,1
6189,6189,answer,0
6190,6190,answer,0
6191,6191,answer,3
6192,6192,answer,2
6193,6193,answer,2
6194,6194,answer,2
6195,6195,answer,0
6196,6196,answer,3
6197,6197,answer,0
6198,6198,answer,0
6199,6199,answer,0
6200,6200,answer,1
6201,6201,answer,2
6202,6202,answer,1
6203,6203,answer,3
6204,6204,answer,0
6205,6205,answer,0
6206,6206,answer,2
6207,6207,answer,3
6208,6208,answer,1
6209,6209,answer,1
6210,6210,answer,2
6211,6211,answer,3
6212,6212,answer,1
6213,6213,answer,1
6214,6214,answer,2
6215,6215,answer,3
6216,6216,answer,3
6217,6217,answer,3
6218,6218,answer,0
6219,6219,answer,1
6220,6220,answer,2
6221,6221,answer,1
6222,6222,answer,0
6223,6223,answer,2
6224,6224,answer,2
6225,6225,answer,1
6226,6226,answer,0
6227,6227,answer,1
6228,6228,answer,3
6229,6229,answer,2
6230,6230,answer,0
6231,6231,answer,3
6232,6232,answer,1
6233,6233,answer,2
6234,6234,answer,2
6235,6235,answer,2
6236,6236,answer,1
6237,6237,answer,2
6238,6238,answer,1
6239,6239,answer,2
6240,6240,answer,2
6241,6241,answer,1
6242,6242,answer,2
6243,6243,answer,1
6244,6244,answer,2
6245,6245,answer,1
6246,6246,answer,3
6247,6247,answer,3
6248,6248,answer,3
6249,6249,answer,0
6250,6250,answer,3
6251,6251,answer,2
6252,6252,answer,0
6253,6253,answer,1
6254,6254,answer,1
6255,6255,answer,1
6256,6256,answer,3
6257,6257,answer,1
6258,6258,answer,3
6259,6259,answer,1
6260,6260,answer,1
6261,6261,answer,2
6262,6262,answer,3
6263,6263,answer,3
6264,6264,answer,3
6265,6265,answer,3
6266,6266,answer,0
6267,6267,answer,0
6268,6268,answer,3
6269,6269,answer,1
6270,6270,answer,1
6271,6271,answer,1
6272,6272,answer,0
6273,6273,answer,3
6274,6274,answer,1
6275,6275,answer,3
6276,6276,answer,3
6277,6277,answer,1
6278,6278,answer,1
6279,6279,answer,1
6280,6280,answer,2
6281,6281,answer,0
6282,6282,answer,0
6283,6283,answer,2
6284,6284,answer,0
6285,6285,answer,3
6286,6286,answer,0
6287,6287,answer,2
6288,6288,answer,0
6289,6289,answer,1
6290,6290,answer,1
6291,6291,answer,2
6292,6292,answer,1
6293,6293,answer,1
6294,6294,answer,2
6295,6295,answer,3
6296,6296,answer,1
6297,6297,answer,0
6298,6298,answer,1
6299,6299,answer,2
6300,6300,answer,1
6301,6301,answer,3
6302,6302,answer,0
6303,6303,answer,2
6304,6304,answer,3
6305,6305,answer,2
6306,6306,answer,2
6307,6307,answer,1
6308,6308,answer,1
6309,6309,answer,0
6310,6310,answer,0
6311,6311,answer,0
6312,6312,answer,2
6313,6313,answer,1
6314,6314,answer,0
6315,6315,answer,2
6316,6316,answer,1
6317,6317,answer,2
6318,6318,answer,1
6319,6319,answer,0
6320,6320,answer,1
6321,6321,answer,1
6322,6322,answer,0
6323,6323,answer,3
6324,6324,answer,0
6325,6325,answer,2
6326,6326,answer,0
6327,6327,answer,1
6328,6328,answer,2
6329,6329,answer,1
6330,6330,answer,2
6331,6331,answer,2
6332,6332,answer,3
6333,6333,answer,1
6334,6334,answer,0
6335,6335,answer,2
6336,6336,answer,0
6337,6337,answer,1
6338,6338,answer,1
6339,6339,answer,1
6340,6340,answer,2
6341,6341,answer,2
6342,6342,answer,2
6343,6343,answer,3
6344,6344,answer,1
6345,6345,answer,3
6346,6346,answer,2
6347,6347,answer,3
6348,6348,answer,1
6349,6349,answer,1
6350,6350,answer,2
6351,6351,answer,3
6352,6352,answer,0
6353,6353,answer,3
6354,6354,answer,2
6355,6355,answer,1
6356,6356,answer,3
6357,6357,answer,0
6358,6358,answer,2
6359,6359,answer,3
6360,6360,answer,3
6361,6361,answer,2
6362,6362,answer,1
6363,6363,answer,3
6364,6364,answer,1
6365,6365,answer,1
6366,6366,answer,3
6367,6367,answer,3
6368,6368,answer,1
6369,6369,answer,3
6370,6370,answer,3
6371,6371,answer,0
6372,6372,answer,2
6373,6373,answer,3
6374,6374,answer,2
6375,6375,answer,1
6376,6376,answer,2
6377,6377,answer,0
6378,6378,answer,0
6379,6379,answer,0
6380,6380,answer,0
6381,6381,answer,0
6382,6382,answer,2
6383,6383,answer,1
6384,6384,answer,2
6385,6385,answer,1
6386,6386,answer,0
6387,6387,answer,2
6388,6388,answer,1
6389,6389,answer,3
6390,6390,answer,1
6391,6391,answer,0
6392,6392,answer,3
6393,6393,answer,1
6394,6394,answer,0
6395,6395,answer,3
6396,6396,answer,1
6397,6397,answer,2
6398,6398,answer,0
6399,6399,answer,1
6400,6400,answer,3
6401,6401,answer,1
6402,6402,answer,1
6403,6403,answer,1
6404,6404,answer,1
6405,6405,answer,0
6406,6406,answer,2
6407,6407,answer,3
6408,6408,answer,1
6409,6409,answer,0
6410,6410,answer,1
6411,6411,answer,0
6412,6412,answer,3
6413,6413,answer,0
6414,6414,answer,2
6415,6415,answer,2
6416,6416,answer,1
6417,6417,answer,0
6418,6418,answer,0
6419,6419,answer,2
6420,6420,answer,3
6421,6421,answer,1
6422,6422,answer,2
6423,6423,answer,2
6424,6424,answer,1
6425,6425,answer,2
6426,6426,answer,2
6427,6427,answer,2
6428,6428,answer,2
6429,6429,answer,1
6430,6430,answer,1
6431,6431,answer,0
6432,6432,answer,1
6433,6433,answer,2
6434,6434,answer,2
6435,6435,answer,2
6436,6436,answer,0
6437,6437,answer,1
6438,6438,answer,3
6439,6439,answer,3
6440,6440,answer,2
6441,6441,answer,0
6442,6442,answer,2
6443,6443,answer,3
6444,6444,answer,0
6445,6445,answer,3
6446,6446,answer,0
6447,6447,answer,2
6448,6448,answer,1
6449,6449,answer,3
6450,6450,answer,1
6451,6451,answer,2
6452,6452,answer,3
6453,6453,answer,3
6454,6454,answer,0
6455,6455,answer,1
6456,6456,answer,3
6457,6457,answer,0
6458,6458,answer,2
6459,6459,answer,0
6460,6460,answer,0
6461,6461,answer,0
6462,6462,answer,3
6463,6463,answer,2
6464,6464,answer,3
6465,6465,answer,1
6466,6466,answer,0
6467,6467,answer,1
6468,6468,answer,1
6469,6469,answer,1
6470,6470,answer,3
6471,6471,answer,1
6472,6472,answer,2
6473,6473,answer,0
6474,6474,answer,3
6475,6475,answer,1
6476,6476,answer,1
6477,6477,answer,2
6478,6478,answer,1
6479,6479,answer,1
6480,6480,answer,0
6481,6481,answer,3
6482,6482,answer,1
6483,6483,answer,3
6484,6484,answer,1
6485,6485,answer,1
6486,6486,answer,2
6487,6487,answer,0
6488,6488,answer,1
6489,6489,answer,1
6490,6490,answer,2
6491,6491,answer,1
6492,6492,answer,0
6493,6493,answer,1
6494,6494,answer,0
6495,6495,answer,0
6496,6496,answer,3
6497,6497,answer,3
6498,6498,answer,0
6499,6499,answer,0
6500,6500,answer,2
6501,6501,answer,3
6502,6502,answer,3
6503,6503,answer,0
6504,6504,answer,3
6505,6505,answer,2
6506,6506,answer,2
6507,6507,answer,0
6508,6508,answer,3
6509,6509,answer,0
6510,6510,answer,1
6511,6511,answer,2
6512,6512,answer,3
6513,6513,answer,3
6514,6514,answer,0
6515,6515,answer,3
6516,6516,answer,3
6517,6517,answer,0
6518,6518,answer,2
6519,6519,answer,2
6520,6520,answer,2
6521,6521,answer,1
6522,6522,answer,2
6523,6523,answer,2
6524,6524,answer,2
6525,6525,answer,2
6526,6526,answer,1
6527,6527,answer,2
6528,6528,answer,1
6529,6529,answer,2
6530,6530,answer,2
6531,6531,answer,0
6532,6532,answer,1
6533,6533,answer,3
6534,6534,answer,1
6535,6535,answer,2
6536,6536,answer,2
6537,6537,answer,2
6538,6538,answer,3
6539,6539,answer,0
6540,6540,answer,0
6541,6541,answer,2
6542,6542,answer,3
6543,6543,answer,2
6544,6544,answer,2
6545,6545,answer,3
6546,6546,answer,1
6547,6547,answer,0
6548,6548,answer,3
6549,6549,answer,0
6550,6550,answer,1
6551,6551,answer,3
6552,6552,answer,1
6553,6553,answer,3
6554,6554,answer,2
6555,6555,answer,1
6556,6556,answer,3
6557,6557,answer,2
6558,6558,answer,0
6559,6559,answer,3
6560,6560,answer,1
6561,6561,answer,2
6562,6562,answer,0
6563,6563,answer,1
6564,6564,answer,1
6565,6565,answer,0
6566,6566,answer,3
6567,6567,answer,3
6568,6568,answer,0
6569,6569,answer,1
6570,6570,answer,2
6571,6571,answer,1
6572,6572,answer,0
6573,6573,answer,1
6574,6574,answer,3
6575,6575,answer,2
6576,6576,answer,3
6577,6577,answer,3
6578,6578,answer,1
6579,6579,answer,0
6580,6580,answer,0
6581,6581,answer,3
6582,6582,answer,0
6583,6583,answer,1
6584,6584,answer,0
6585,6585,answer,1
6586,6586,answer,1
6587,6587,answer,2
6588,6588,answer,1
6589,6589,answer,3
6590,6590,answer,0
6591,6591,answer,3
6592,6592,answer,3
6593,6593,answer,1
6594,6594,answer,1
6595,6595,answer,2
6596,6596,answer,3
6597,6597,answer,1
6598,6598,answer,1
6599,6599,answer,1
6600,6600,answer,0
6601,6601,answer,0
6602,6602,answer,1
6603,6603,answer,1
6604,6604,answer,1
6605,6605,answer,2
6606,6606,answer,3
6607,6607,answer,3
6608,6608,answer,2
6609,6609,answer,2
6610,6610,answer,3
6611,6611,answer,2
6612,6612,answer,1
6613,6613,answer,0
6614,6614,answer,0
6615,6615,answer,1
6616,6616,answer,1
6617,6617,answer,2
6618,6618,answer,1
6619,6619,answer,1
6620,6620,answer,2
6621,6621,answer,2
6622,6622,answer,2
6623,6623,answer,3
6624,6624,answer,0
6625,6625,answer,2
6626,6626,answer,1
6627,6627,answer,3
6628,6628,answer,2
6629,6629,answer,2
6630,6630,answer,2
6631,6631,answer,1
6632,6632,answer,2
6633,6633,answer,2
6634,6634,answer,2
6635,6635,answer,2
6636,6636,answer,1
6637,6637,answer,3
6638,6638,answer,1
6639,6639,answer,0
6640,6640,answer,3
6641,6641,answer,1
6642,6642,answer,2
6643,6643,answer,2
6644,6644,answer,0
6645,6645,answer,0
6646,6646,answer,3
6647,6647,answer,3
6648,6648,answer,3
6649,6649,answer,2
6650,6650,answer,0
6651,6651,answer,2
6652,6652,answer,3
6653,6653,answer,1
6654,6654,answer,3
6655,6655,answer,2
6656,6656,answer,2
6657,6657,answer,2
6658,6658,answer,0
6659,6659,answer,2
6660,6660,answer,3
6661,6661,answer,2
6662,6662,answer,3
6663,6663,answer,3
6664,6664,answer,3
6665,6665,answer,1
6666,6666,answer,3
6667,6667,answer,0
6668,6668,answer,0
6669,6669,answer,0
6670,6670,answer,2
6671,6671,answer,0
6672,6672,answer,0
6673,6673,answer,3
6674,6674,answer,1
6675,6675,answer,1
6676,6676,answer,3
6677,6677,answer,2
6678,6678,answer,3
6679,6679,answer,1
6680,6680,answer,3
6681,6681,answer,1
6682,6682,answer,2
6683,6683,answer,0
6684,6684,answer,0
6685,6685,answer,1
6686,6686,answer,3
6687,6687,answer,0
6688,6688,answer,0
6689,6689,answer,0
6690,6690,answer,1
6691,6691,answer,3
6692,6692,answer,3
6693,6693,answer,1
6694,6694,answer,3
6695,6695,answer,0
6696,6696,answer,0
6697,6697,answer,2
6698,6698,answer,1
6699,6699,answer,2
6700,6700,answer,3
6701,6701,answer,1
6702,6702,answer,0
6703,6703,answer,1
6704,6704,answer,1
6705,6705,answer,1
6706,6706,answer,2
6707,6707,answer,2
6708,6708,answer,1
6709,6709,answer,1
6710,6710,answer,1
6711,6711,answer,3
6712,6712,answer,1
6713,6713,answer,1
6714,6714,answer,3
6715,6715,answer,3
6716,6716,answer,2
6717,6717,answer,3
6718,6718,answer,1
6719,6719,answer,0
6720,6720,answer,3
6721,6721,answer,2
6722,6722,answer,1
6723,6723,answer,0
6724,6724,answer,1
6725,6725,answer,2
6726,6726,answer,1
6727,6727,answer,2
6728,6728,answer,1
6729,6729,answer,2
6730,6730,answer,2
6731,6731,answer,2
6732,6732,answer,2
6733,6733,answer,2
6734,6734,answer,2
6735,6735,answer,2
6736,6736,answer,1
6737,6737,answer,2
6738,6738,answer,1
6739,6739,answer,2
6740,6740,answer,0
6741,6741,answer,1
6742,6742,answer,1
6743,6743,answer,3
6744,6744,answer,2
6745,6745,answer,0
6746,6746,answer,1
6747,6747,answer,3
6748,6748,answer,1
6749,6749,answer,3
6750,6750,answer,3
6751,6751,answer,3
6752,6752,answer,3
6753,6753,answer,2
6754,6754,answer,0
6755,6755,answer,1
6756,6756,answer,0
6757,6757,answer,0
6758,6758,answer,0
6759,6759,answer,2
6760,6760,answer,1
6761,6761,answer,1
6762,6762,answer,2
6763,6763,answer,0
6764,6764,answer,0
6765,6765,answer,1
6766,6766,answer,1
6767,6767,answer,2
6768,6768,answer,2
6769,6769,answer,3
6770,6770,answer,2
6771,6771,answer,2
6772,6772,answer,1
6773,6773,answer,0
6774,6774,answer,1
6775,6775,answer,2
6776,6776,answer,2
6777,6777,answer,2
6778,6778,answer,2
6779,6779,answer,1
6780,6780,answer,3
6781,6781,answer,0
6782,6782,answer,3
6783,6783,answer,1
6784,6784,answer,0
6785,6785,answer,1
6786,6786,answer,2
6787,6787,answer,0
6788,6788,answer,2
6789,6789,answer,0
6790,6790,answer,1
6791,6791,answer,3
6792,6792,answer,2
6793,6793,answer,1
6794,6794,answer,1
6795,6795,answer,3
6796,6796,answer,1
6797,6797,answer,1
6798,6798,answer,2
6799,6799,answer,3
6800,6800,answer,3
6801,6801,answer,1
6802,6802,answer,0
6803,6803,answer,0
6804,6804,answer,3
6805,6805,answer,1
6806,6806,answer,0
6807,6807,answer,2
6808,6808,answer,3
6809,6809,answer,2
6810,6810,answer,3
6811,6811,answer,2
6812,6812,answer,0
6813,6813,answer,0
6814,6814,answer,3
6815,6815,answer,2
6816,6816,answer,1
6817,6817,answer,3
6818,6818,answer,2
6819,6819,answer,3
6820,6820,answer,1
6821,6821,answer,3
6822,6822,answer,0
6823,6823,answer,3
6824,6824,answer,3
6825,6825,answer,1
6826,6826,answer,1
6827,6827,answer,2
6828,6828,answer,1
6829,6829,answer,2
6830,6830,answer,1
6831,6831,answer,0
6832,6832,answer,3
6833,6833,answer,2
6834,6834,answer,2
6835,6835,answer,2
6836,6836,answer,1
6837,6837,answer,2
6838,6838,answer,0
6839,6839,answer,0
6840,6840,answer,0
6841,6841,answer,2
6842,6842,answer,2
6843,6843,answer,2
6844,6844,answer,2
6845,6845,answer,2
6846,6846,answer,1
6847,6847,answer,3
6848,6848,answer,2
6849,6849,answer,3
6850,6850,answer,2
6851,6851,answer,1
6852,6852,answer,0
6853,6853,answer,3
6854,6854,answer,3
6855,6855,answer,1
6856,6856,answer,2
6857,6857,answer,2
6858,6858,answer,2
6859,6859,answer,2
6860,6860,answer,1
6861,6861,answer,2
6862,6862,answer,3
6863,6863,answer,3
6864,6864,answer,3
6865,6865,answer,2
6866,6866,answer,0
6867,6867,answer,2
6868,6868,answer,3
6869,6869,answer,2
6870,6870,answer,2
6871,6871,answer,0
6872,6872,answer,3
6873,6873,answer,1
6874,6874,answer,1
